,codigo_ibge,anomes_s,tx_acomp_freq_escol_f,tx_acomp_agenda_saude_f,tx_atual_cad_f,igdm_f,igd_pbf_fator_redutor_conforme_saldo_f
33519,130170,202501,0.8993,0.9034,0.9283,0.9148,1.0
33520,130180,202501,0.9267,0.891,0.9499,0.9294,1.0
33521,130185,202501,0.7023,0.8469,0.8986,0.8366,0.8
33522,130190,202501,0.7553,0.9159,0.8829,0.8593,0.6
33523,130195,202501,0.8494,0.847,0.9611,0.9047,1.0
33524,130200,202501,0.6594,0.9118,0.7817,0.7837,1.0
33525,130210,202501,0.9363,0.9067,0.9174,0.9195,1.0
33526,130220,202501,0.8882,0.8692,0.9659,0.9223,1.0
33527,130230,202501,0.9431,0.9018,0.9485,0.9355,1.0
33528,130240,202501,0.7765,0.8265,0.8962,0.0,1.0
33529,130250,202501,0.9146,0.9486,0.862,0.8968,1.0
33530,130255,202501,0.9836,0.9471,0.9105,0.9379,1.0
33531,130260,202501,0.6838,0.7442,0.862,0.788,1.0
33532,130270,202501,0.9275,0.8922,0.8946,0.9022,0.6
33533,130280,202501,0.7554,0.857,0.9205,0.8634,1.0
33534,130290,202501,0.7551,0.8013,0.9159,0.8471,1.0
33535,130300,202501,0.9737,0.9122,0.9672,0.9551,1.0
33536,130310,202501,0.7219,0.8836,0.931,0.8669,1.0
33537,130320,202501,0.7591,0.7474,0.8815,0.8174,1.0
33538,130330,202501,0.6722,0.9525,0.9409,0.8766,1.0
33539,130340,202501,0.8365,0.6405,0.8939,0.8162,1.0
33540,130350,202501,0.8415,0.8462,0.9322,0.888,0.8
33541,130353,202501,0.853,0.8655,0.9446,0.9019,1.0
33542,130356,202501,0.8458,0.8441,0.8203,0.8326,1.0
33543,130360,202501,0.9612,0.9024,0.9167,0.9243,1.0
33544,130370,202501,0.6316,0.9121,0.919,0.8454,1.0
33545,130380,202501,0.7695,0.7649,0.9137,0.8405,1.0
33546,130390,202501,0.9445,0.7123,0.9126,0.8705,1.0
33547,130395,202501,0.8423,0.9485,0.9551,0.9253,1.0
33548,130400,202501,0.8879,0.8353,0.9437,0.9027,0.6
33549,130406,202501,0.9669,0.9457,0.9208,0.9386,1.0
33550,130410,202501,0.7646,0.7847,0.8965,0.8356,1.0
33551,130420,202501,0.8297,0.9788,0.8805,0.8924,1.0
33552,130423,202501,0.9228,0.9781,0.9339,0.9422,1.0
33553,130426,202501,0.8679,1.0,0.9297,0.9318,1.0
33554,130430,202501,0.7862,0.9997,0.8898,0.8914,0.8
33555,130440,202501,0.8869,0.9607,0.9165,0.9202,1.0
33556,140002,202501,0.7149,0.5853,0.8686,0.7594,1.0
33557,140005,202501,0.8086,0.6387,0.9313,0.8275,1.0
33558,140010,202501,0.8335,0.6169,0.8701,0.7977,0.8
33559,140015,202501,0.7991,0.864,0.7099,0.7707,1.0
33560,140017,202501,0.8494,0.8169,0.8969,0.865,0.8
33561,140020,202501,0.7388,0.8644,0.8995,0.8506,1.0
33562,140023,202501,0.931,0.8746,0.9415,0.9222,1.0
33563,140028,202501,0.9111,0.8646,0.8625,0.8752,1.0
33564,140030,202501,0.9941,0.6911,0.9263,0.8845,1.0
33565,140040,202501,0.8415,0.6602,0.8863,0.8186,1.0
33566,140045,202501,0.9949,0.5424,0.8794,0.824,1.0
33567,140047,202501,0.977,0.8602,0.8194,0.869,1.0
33568,140050,202501,0.8162,0.8767,0.8598,0.8531,1.0
33569,140060,202501,0.8756,0.7707,0.8948,0.859,1.0
33570,140070,202501,0.9325,0.8167,0.8706,0.8726,1.0
33571,150010,202501,0.7597,0.8897,0.9001,0.8624,1.0
33572,150013,202501,0.8382,0.7685,0.8921,0.8477,1.0
33573,150020,202501,0.8412,0.812,0.8535,0.8401,1.0
33574,150030,202501,0.6929,0.9262,0.873,0.8413,1.0
33575,150034,202501,0.5625,0.7462,0.8559,0.7551,1.0
33576,150040,202501,0.8167,0.8467,0.9041,0.8679,1.0
33577,150050,202501,0.8923,0.8559,0.904,0.8891,1.0
33578,150060,202501,0.7267,0.751,0.8501,0.7945,1.0
33579,150070,202501,0.883,0.6811,0.8791,0.8306,1.0
33580,150080,202501,0.697,0.9599,0.826,0.8272,1.0
33581,150085,202501,0.7854,0.8017,0.8902,0.8419,1.0
33582,150090,202501,0.8334,0.907,0.8937,0.882,1.0
33583,150095,202501,0.9484,0.9178,0.9187,0.9259,0.8
33584,150100,202501,0.9244,0.8436,0.9398,0.9119,1.0
33585,150110,202501,0.6078,0.8931,0.9191,0.8348,0.4
33586,150120,202501,0.8771,0.8833,0.9206,0.9004,1.0
33587,150125,202501,0.9328,0.8146,0.8971,0.8854,1.0
33588,150130,202501,0.8928,0.8605,0.8504,0.8635,1.0
33589,150140,202501,0.7079,0.6267,0.8642,0.7658,1.0
33590,150145,202501,0.8707,0.9064,0.9055,0.897,1.0
33591,150150,202501,0.8802,0.8361,0.8601,0.8591,1.0
33592,150157,202501,0.9331,0.8721,0.8887,0.8957,1.0
33593,150160,202501,0.5371,0.9231,0.9366,0.0,1.0
33594,150170,202501,0.834,0.9092,0.904,0.8878,1.0
33595,150172,202501,0.8787,0.8007,0.8727,0.8562,1.0
33596,150175,202501,0.9209,0.8349,0.919,0.8985,1.0
33597,150178,202501,0.9139,0.8314,0.9213,0.897,1.0
33598,150180,202501,0.6243,0.7177,0.8605,0.7658,1.0
33599,150190,202501,0.9482,0.839,0.8631,0.8784,1.0
33600,150195,202501,0.8925,0.8541,0.9148,0.8941,1.0
33601,150200,202501,0.6706,0.8695,0.849,0.8095,0.4
33602,150210,202501,0.9782,0.9538,0.9127,0.0,1.0
33603,150215,202501,0.7444,0.6889,0.8896,0.8031,0.8
33604,150220,202501,0.9343,0.9569,0.9167,0.9312,1.0
33605,150230,202501,0.8483,0.9554,0.933,0.9174,1.0
33606,150240,202501,0.8825,0.8323,0.8235,0.8405,1.0
33607,150250,202501,0.882,0.7463,0.9405,0.8773,1.0
33608,150260,202501,0.8103,0.9137,0.9452,0.9036,1.0
33609,150270,202501,0.9781,0.9415,0.8599,0.9099,1.0
33610,150275,202501,0.9299,0.69,0.9014,0.8557,1.0
33611,150276,202501,0.9088,0.8317,0.8816,0.8759,1.0
33612,150277,202501,0.8538,0.8061,0.8685,0.8492,1.0
33613,150280,202501,0.7325,0.8221,0.9198,0.8486,0.8
33614,150285,202501,0.9571,0.8621,0.9038,0.9067,1.0
33615,150290,202501,0.6386,0.7539,0.88,0.7881,1.0
33616,150293,202501,0.9693,0.8068,0.8555,0.8718,1.0
33617,150295,202501,0.8699,0.8318,0.8596,0.0,1.0
33618,150300,202501,0.9585,0.8904,0.8842,0.9043,1.0
33619,150304,202501,0.8407,0.839,0.8447,0.8423,1.0
33620,150307,202501,0.9887,0.8781,0.9143,0.9239,1.0
33621,150309,202501,0.9073,0.8959,0.8918,0.8967,1.0
33622,150310,202501,0.9243,0.8148,0.9371,0.9033,1.0
33623,150320,202501,0.7933,0.9261,0.8913,0.8755,1.0
33624,150330,202501,0.9204,0.8178,0.8985,0.8838,1.0
33625,150340,202501,0.9565,0.9499,0.9165,0.9349,1.0
33626,150345,202501,0.7021,0.9705,0.8972,0.8668,1.0
33627,150350,202501,0.7892,0.9213,0.9212,0.8882,1.0
33628,150360,202501,0.7827,0.7709,0.8529,0.8149,1.0
33629,150370,202501,0.8027,0.888,0.8816,0.8635,1.0
33630,150375,202501,0.9089,0.9796,0.9018,0.923,1.0
33631,150380,202501,0.7826,0.8766,0.9093,0.8695,1.0
33632,150390,202501,0.4996,0.8801,0.8524,0.7711,1.0
33633,150400,202501,0.9296,0.9148,0.8791,0.9007,1.0
33634,150405,202501,0.8481,0.8853,0.9381,0.9024,1.0
33635,150410,202501,0.9527,0.9039,0.9172,0.9228,1.0
33636,150420,202501,0.9377,0.7341,0.8177,0.8268,1.0
33637,150430,202501,0.8672,0.8688,0.9076,0.8878,1.0
33638,150440,202501,0.9161,0.7475,0.8936,0.8627,1.0
33639,150442,202501,0.9569,0.7711,0.89,0.877,1.0
33640,150445,202501,0.8576,0.6638,0.8949,0.8278,1.0
33641,150450,202501,0.8392,0.7031,0.8399,0.8055,1.0
33642,150460,202501,0.9088,0.8116,0.9308,0.8955,1.0
33643,150470,202501,0.9613,0.7001,0.8881,0.8594,1.0
33644,150475,202501,0.8721,0.9186,0.8777,0.8865,1.0
33645,150480,202501,0.9633,0.9122,0.9032,0.9205,1.0
33646,150490,202501,0.9557,0.8812,0.9077,0.9131,1.0
33647,150495,202501,0.9282,0.8337,0.9375,0.9092,1.0
33648,150497,202501,0.918,0.857,0.8873,0.8874,1.0
33649,150500,202501,0.933,0.9443,0.9057,0.9222,1.0
33650,150503,202501,0.8895,0.7843,0.8615,0.8492,0.8
33651,150506,202501,0.8649,0.8188,0.8854,0.8636,1.0
33652,150510,202501,0.9514,0.8934,0.932,0.9272,1.0
33653,150520,202501,0.8971,0.5304,0.9548,0.8343,1.0
33654,150530,202501,0.833,0.8442,0.9409,0.8898,1.0
33655,150540,202501,0.8966,0.8665,0.8837,0.8826,1.0
33656,150543,202501,0.8972,0.7408,0.8581,0.8386,0.8
33657,150548,202501,0.9019,0.8576,0.9204,0.9001,1.0
33658,150549,202501,0.8402,0.8909,0.9286,0.8971,1.0
33659,150550,202501,0.8423,0.8254,0.8526,0.0,1.0
33660,150553,202501,0.6271,0.7602,0.8311,0.7624,0.8
33661,150555,202501,0.8933,0.8424,0.943,0.9054,1.0
33662,150560,202501,0.9986,0.9715,0.9307,0.9579,1.0
33663,150563,202501,0.7278,0.8796,0.9169,0.8603,1.0
33664,150565,202501,0.7864,0.8634,0.9173,0.8711,1.0
33665,150570,202501,0.9594,0.8411,0.8993,0.8998,1.0
33666,150580,202501,0.8284,0.8034,0.8735,0.8447,1.0
33667,150590,202501,0.973,0.8351,0.934,0.919,1.0
33668,150600,202501,0.9258,0.8406,0.9167,0.9,1.0
33669,150610,202501,0.9638,0.9224,0.9497,0.9464,1.0
33670,150611,202501,0.9603,0.8835,0.9198,0.9209,1.0
33671,150613,202501,0.8907,0.9273,0.8493,0.8792,1.0
33672,150616,202501,0.9197,0.7896,0.8738,0.8642,0.6
33673,150618,202501,0.9177,0.756,0.8655,0.8512,1.0
33674,150619,202501,0.9867,0.837,0.8777,0.8948,1.0
33675,150620,202501,0.974,0.91,0.8738,0.9079,0.8
33676,150630,202501,0.6991,0.8497,0.8809,0.0,1.0
33677,150635,202501,0.9448,0.8583,0.8827,0.8921,0.6
33678,150640,202501,0.784,0.825,0.875,0.8398,1.0
33679,150650,202501,0.9958,0.8714,0.856,0.8948,0.8
33680,150655,202501,0.8506,0.9005,0.8653,0.0,1.0
33681,150658,202501,0.8397,0.8258,0.866,0.8494,1.0
33682,150660,202501,0.9902,0.9501,0.9153,0.9427,1.0
33683,150670,202501,0.7248,0.7302,0.8679,0.7977,1.0
33684,150680,202501,0.9299,0.8274,0.8903,0.8845,1.0
33685,150690,202501,0.9582,0.8586,0.9215,0.915,1.0
33686,150700,202501,0.9138,0.8624,0.9396,0.9139,1.0
33687,150710,202501,0.9248,0.8865,0.8983,0.902,1.0
33688,150715,202501,0.8839,0.777,0.9325,0.8815,1.0
33689,150720,202501,0.9249,0.8902,0.9002,0.9039,1.0
33690,150730,202501,0.9887,0.7506,0.8566,0.8631,1.0
33691,150740,202501,0.7575,0.949,0.9238,0.8885,1.0
33692,150745,202501,0.8009,0.8508,0.9198,0.8728,0.8
33693,150746,202501,0.9054,0.886,0.8923,0.894,1.0
33694,150747,202501,0.9606,0.8945,0.9126,0.9201,0.8
33695,150750,202501,0.8807,0.8394,0.8664,0.8632,1.0
33696,150760,202501,0.9468,0.8714,0.8728,0.891,1.0
33697,150770,202501,0.8547,0.9198,0.8635,0.8754,1.0
33698,150775,202501,0.881,0.7814,0.8523,0.0,1.0
33699,150780,202501,0.8141,0.8329,0.9139,0.8687,1.0
33700,150790,202501,0.8561,0.8272,0.8282,0.8349,1.0
33701,150795,202501,0.6461,0.7865,0.8839,0.8001,1.0
33702,150796,202501,0.4427,0.8448,0.9048,0.0,1.0
33703,150797,202501,0.885,0.8262,0.9624,0.909,1.0
33704,150800,202501,0.9697,0.9867,0.8848,0.9315,1.0
33705,150803,202501,0.7092,0.908,0.9144,0.8615,1.0
33706,150805,202501,0.9646,0.8672,0.8782,0.8971,1.0
33707,150808,202501,0.9385,0.8568,0.8865,0.8921,1.0
33708,150810,202501,0.9391,0.8454,0.8934,0.8928,1.0
33709,150812,202501,0.9176,0.8804,0.8888,0.8939,1.0
33710,150815,202501,0.9596,0.7736,0.8669,0.8668,1.0
33711,150820,202501,0.6397,0.7876,0.9407,0.8272,1.0
33712,150830,202501,0.973,0.8716,0.9096,0.916,1.0
33713,150835,202501,0.8936,0.8098,0.9224,0.8871,1.0
33714,150840,202501,0.8856,0.8376,0.8539,0.8578,1.0
33715,160005,202501,0.7849,0.8838,0.9533,0.8938,1.0
33716,160010,202501,0.7203,0.8547,0.9277,0.8576,1.0
33717,160015,202501,0.8757,0.8189,0.9606,0.904,1.0
33718,160020,202501,0.7718,0.9041,0.9064,0.8722,1.0
33719,160021,202501,0.6862,0.8864,0.8923,0.0,1.0
33720,160023,202501,0.9042,0.8636,0.9211,0.9025,1.0
33721,160025,202501,0.8392,0.7265,0.9328,0.0,1.0
33722,160027,202501,0.9383,0.8387,0.9389,0.9137,1.0
33723,160030,202501,0.6343,0.6763,0.8495,0.7524,1.0
33724,160040,202501,0.6758,0.9884,0.8639,0.848,1.0
33725,160050,202501,0.5324,0.712,0.9145,0.7684,0.8
33726,160053,202501,0.5785,0.843,0.9619,0.8363,1.0
33727,160055,202501,0.7124,0.8088,0.9383,0.0,1.0
33728,160060,202501,0.8234,0.7969,0.9029,0.8565,0.8
33729,160070,202501,0.8833,0.8754,0.9629,0.0,1.0
33730,160080,202501,0.9562,0.8811,0.9164,0.9175,1.0
33731,170025,202501,0.9363,0.9155,0.9608,0.9434,1.0
33732,170030,202501,0.9613,0.8716,0.9148,0.9156,1.0
33733,170035,202501,0.7785,0.8769,0.8599,0.8438,0.1
33734,170040,202501,0.9961,0.8599,0.937,0.9325,1.0
33735,170070,202501,0.9566,0.9482,0.9206,0.9365,1.0
33736,170100,202501,0.9398,0.9023,0.9284,0.9247,1.0
33737,170105,202501,0.9878,0.9197,0.9227,0.9382,1.0
33738,170110,202501,0.9377,0.916,0.8931,0.91,1.0
33739,170130,202501,0.9371,0.8136,0.8835,0.8794,1.0
33740,170190,202501,0.9315,0.9179,0.9061,0.9154,1.0
33741,170200,202501,0.8915,0.8661,0.8611,0.87,1.0
33742,170210,202501,0.9907,0.8328,0.8497,0.8807,0.8
33743,170215,202501,0.9247,0.8042,0.9254,0.8949,1.0
33744,170220,202501,0.9449,0.8515,0.9379,0.9181,0.8
33745,170230,202501,0.9561,0.8561,0.9132,0.9097,1.0
33746,170240,202501,0.9703,0.9026,0.9063,0.9214,1.0
33747,170255,202501,0.9064,0.881,0.8483,0.871,1.0
33748,170270,202501,0.9628,0.9288,0.9082,0.927,1.0
33749,170290,202501,0.9005,0.9152,0.9263,0.9171,1.0
33750,170300,202501,0.9459,0.8923,0.8927,0.9059,1.0
33751,170305,202501,0.9389,0.922,0.901,0.9157,1.0
33752,170307,202501,0.9058,0.8868,0.9347,0.9155,1.0
33753,170310,202501,0.8599,0.8384,0.8685,0.8588,1.0
33754,170320,202501,0.9497,0.8484,0.8827,0.8909,1.0
33755,170330,202501,0.8573,0.7278,0.9793,0.8859,1.0
33756,170360,202501,0.9519,0.8982,0.8822,0.9036,1.0
33757,170370,202501,0.8968,0.8957,0.917,0.9066,0.1
33758,170380,202501,0.9315,0.9114,0.8912,0.9063,1.0
33759,170382,202501,0.8892,0.8517,0.9152,0.8928,1.0
33760,170384,202501,0.9546,0.8457,0.8208,0.8605,1.0
33761,170386,202501,0.8848,0.9561,0.907,0.9137,1.0
33762,170388,202501,0.8645,0.8716,0.901,0.8845,1.0
33763,170389,202501,0.871,0.9317,0.9073,0.9043,1.0
33764,170390,202501,0.6963,0.8307,0.9981,0.8808,1.0
33765,170410,202501,0.9922,0.9351,0.928,0.9458,1.0
33766,170460,202501,0.8854,0.9221,0.8615,0.8826,1.0
33767,170510,202501,0.9508,0.8949,0.9522,0.9375,1.0
33768,170550,202501,0.9659,0.8745,0.9159,0.9181,0.8
33769,170555,202501,0.9411,0.9656,0.877,0.0,0.1
33770,170560,202501,0.8982,0.9365,0.8927,0.905,1.0
33771,170600,202501,0.7568,0.9194,0.8925,0.8653,1.0
33772,170610,202501,0.798,0.8464,0.9153,0.8688,1.0
33773,170625,202501,0.9236,0.7957,0.9155,0.8876,0.1
33774,170650,202501,0.8735,0.8629,0.8972,0.8827,1.0
33775,170700,202501,0.939,0.8501,0.8531,0.8738,1.0
33776,170710,202501,0.8649,0.8049,0.9003,0.8676,1.0
33777,170720,202501,0.9854,0.8703,0.9114,0.9196,1.0
33778,170730,202501,0.8608,0.9191,0.9095,0.8997,1.0
33779,170740,202501,0.9324,0.8698,0.9582,0.9297,1.0
33780,170755,202501,0.9176,0.9184,0.8708,0.8944,1.0
33781,170765,202501,0.8515,0.9175,0.8748,0.8797,1.0
33782,170770,202501,0.8734,0.8956,0.9277,0.9061,1.0
33783,170820,202501,0.6947,0.8006,0.9128,0.8302,1.0
33784,170825,202501,0.8944,0.8205,0.9487,0.9031,1.0
33785,170830,202501,0.7962,0.8432,0.8937,0.8567,1.0
33786,170900,202501,0.9071,0.8361,0.8913,0.8815,1.0
33787,170930,202501,0.508,0.7523,0.8783,0.7542,0.4
33788,170950,202501,0.9104,0.9009,0.8384,0.872,1.0
33789,170980,202501,0.658,0.8691,0.8662,0.8149,1.0
33790,171050,202501,0.9265,0.7629,0.9303,0.8875,1.0
33791,171070,202501,0.9403,0.8849,0.9305,0.9216,1.0
33792,171090,202501,0.9566,0.969,0.912,0.9374,1.0
33793,171110,202501,0.9251,0.9344,0.8945,0.9121,1.0
33794,171150,202501,0.9176,0.8654,0.912,0.9018,1.0
33795,171180,202501,0.8955,0.8347,0.9198,0.8925,1.0
33796,171190,202501,0.8964,0.8273,0.8968,0.8793,1.0
33797,171195,202501,0.8845,0.9728,0.9109,0.9198,1.0
33798,171200,202501,0.7709,0.9019,0.8691,0.8528,1.0
33799,171215,202501,0.8978,0.9642,0.9312,0.9311,1.0
33800,171240,202501,0.8584,0.873,0.955,0.9104,1.0
33801,171245,202501,0.9525,0.8324,0.8813,0.8869,1.0
33802,171250,202501,0.886,0.8892,0.869,0.8783,1.0
33803,171270,202501,0.8798,0.9704,0.9286,0.9269,1.0
33804,171280,202501,0.9604,0.8891,0.8981,0.9114,1.0
33805,171320,202501,0.9205,0.9216,0.8787,0.8999,1.0
33806,171330,202501,0.9011,0.8675,0.853,0.8687,1.0
33807,171360,202501,0.8283,0.91,0.9395,0.9043,1.0
33808,171370,202501,0.9425,0.8967,0.9161,0.9179,1.0
33809,171380,202501,0.989,0.8823,0.9032,0.9194,1.0
33810,171395,202501,0.893,0.8357,0.8744,0.8694,1.0
33811,171420,202501,0.9589,0.9002,0.9061,0.9178,1.0
33812,171430,202501,0.9525,0.9733,0.914,0.9385,1.0
33813,171488,202501,0.964,0.8726,0.9108,0.9146,0.4
33814,171500,202501,0.905,0.9617,0.9531,0.9432,1.0
33815,171510,202501,0.5409,0.9331,0.9179,0.8275,1.0
33816,171515,202501,0.7971,0.9398,0.9209,0.8947,1.0
33817,171525,202501,0.8767,0.7859,0.938,0.8847,1.0
33818,171550,202501,0.8439,0.8813,0.8649,0.8638,1.0
33819,171570,202501,0.9602,0.9061,0.9445,0.9388,1.0
33820,171575,202501,0.9683,0.8963,1.0,0.9662,1.0
33821,171610,202501,0.9862,0.8081,0.8143,0.8557,0.6
33822,171620,202501,0.8069,0.7106,0.9097,0.8342,1.0
33823,171630,202501,0.9423,0.8621,0.9108,0.9065,1.0
33824,171650,202501,0.8567,0.8796,0.9238,0.896,1.0
33825,171660,202501,0.7493,0.8579,0.909,0.8563,1.0
33826,171665,202501,0.9209,0.7733,0.8932,0.8702,1.0
33827,171670,202501,0.8777,0.802,0.9008,0.8703,1.0
33828,171700,202501,0.9475,0.8061,0.9208,0.8988,1.0
33829,171720,202501,0.9621,0.7814,0.8669,0.8693,1.0
33830,171750,202501,0.8216,0.9231,0.8931,0.8827,1.0
33831,171780,202501,0.9856,0.7204,0.8839,0.8685,1.0
33832,171790,202501,0.6891,0.8932,0.8977,0.8444,1.0
33833,171800,202501,0.8956,0.9313,0.9002,0.9068,1.0
33834,171820,202501,0.9395,0.8793,0.8309,0.8702,0.6
33835,171830,202501,0.9526,0.8483,0.8937,0.8971,1.0
33836,171840,202501,0.9567,0.8196,0.8821,0.8851,1.0
33837,171845,202501,0.6794,0.8784,0.8948,0.8369,1.0
33838,171850,202501,0.8831,0.8817,0.9634,0.9229,1.0
33839,171855,202501,0.9718,0.9565,0.905,0.9346,1.0
33840,171865,202501,0.949,0.8722,0.8645,0.8876,1.0
33841,171870,202501,0.9206,0.913,0.8938,0.9053,1.0
33842,171875,202501,0.7813,0.8808,0.9628,0.8969,1.0
33843,171880,202501,0.7157,0.8663,0.9338,0.8624,1.0
33844,171884,202501,0.7285,0.8512,0.9324,0.8611,1.0
33845,171886,202501,0.8537,0.9882,0.8306,0.8758,1.0
33846,171888,202501,0.9776,0.738,1.0,0.9289,1.0
33847,171889,202501,0.8224,0.8668,0.9004,0.8725,1.0
33848,171890,202501,0.9301,0.9273,0.8514,0.8901,1.0
33849,171900,202501,0.9714,0.9752,0.9029,0.9381,1.0
33850,172000,202501,0.9583,0.8614,0.8869,0.8984,1.0
33851,172010,202501,0.9754,0.7999,0.9365,0.9121,1.0
33852,172015,202501,0.7214,0.9027,0.9309,0.8715,1.0
33853,172020,202501,0.8628,0.8949,0.8938,0.8863,1.0
33854,172025,202501,0.9645,0.895,0.9221,0.9259,1.0
33855,172030,202501,0.9488,0.8819,0.9493,0.9323,1.0
33856,172049,202501,0.8839,0.8557,0.9589,0.9144,1.0
33857,172065,202501,0.9175,0.8881,0.8321,0.8675,1.0
33858,172080,202501,0.9144,0.9578,0.9123,0.9242,1.0
33859,172085,202501,0.8861,0.9309,0.8721,0.8903,1.0
33860,172090,202501,0.8365,0.9418,0.9707,0.9299,1.0
33861,172093,202501,0.9707,0.8476,0.8404,0.8748,1.0
33862,172097,202501,0.917,0.9147,0.8223,0.8691,1.0
33863,172100,202501,0.8852,0.7562,0.885,0.8529,0.8
33864,172110,202501,0.9658,0.9605,0.8922,0.9277,1.0
33865,172120,202501,0.9515,0.8675,0.9074,0.9085,1.0
33866,172125,202501,0.7869,0.8964,0.9085,0.8751,1.0
33867,172130,202501,0.9708,0.8045,0.883,0.8853,1.0
33868,172208,202501,0.8351,0.7545,0.9343,0.8646,1.0
33869,172210,202501,0.6851,0.8654,0.9269,0.8511,1.0
33870,210005,202501,0.5571,0.8444,0.8985,0.7996,0.8
33871,210010,202501,0.6738,0.8765,0.9365,0.8558,1.0
33872,210015,202501,0.773,0.8905,0.9327,0.8822,1.0
33873,210020,202501,0.5916,0.7977,0.8427,0.7687,0.8
33874,210030,202501,0.9081,0.9826,0.9093,0.9273,1.0
33875,210040,202501,0.7172,0.9898,0.9014,0.8775,1.0
33876,210043,202501,0.6696,0.8712,0.8857,0.8281,1.0
33877,210047,202501,0.9585,0.8989,0.9222,0.9255,1.0
33878,210050,202501,0.9861,0.8574,0.8645,0.8931,1.0
33879,210055,202501,0.9243,0.8926,0.9214,0.9149,1.0
33880,210060,202501,0.6474,0.9611,0.9011,0.8527,1.0
33881,210070,202501,0.8872,0.8513,0.9393,0.9043,1.0
33882,210080,202501,0.9308,0.8493,0.8828,0.8864,1.0
33883,210083,202501,0.9548,0.8902,0.8564,0.8895,1.0
33884,210087,202501,0.8499,0.8283,0.9122,0.8757,1.0
33885,210090,202501,0.9126,0.9194,0.934,0.925,1.0
33886,210095,202501,0.8208,0.7952,0.8969,0.8525,0.8
33887,210100,202501,0.6939,0.9104,0.909,0.8556,1.0
33888,210110,202501,0.9057,0.9096,0.8716,0.8896,1.0
33889,210120,202501,0.8962,0.9955,0.881,0.9134,1.0
33890,210125,202501,0.8363,0.8224,0.9173,0.8733,1.0
33891,210130,202501,0.885,0.8886,0.8576,0.8722,1.0
33892,210135,202501,0.8278,0.9319,0.9439,0.9119,1.0
33893,210140,202501,0.6625,0.9054,0.8999,0.8419,1.0
33894,210150,202501,0.942,0.8723,0.9169,0.912,1.0
33895,210160,202501,0.6722,0.7057,0.9001,0.7945,1.0
33896,210170,202501,0.9542,0.8792,0.8679,0.8923,1.0
33897,210173,202501,0.9199,0.9166,0.9488,0.9335,1.0
33898,210177,202501,0.8915,0.9067,0.865,0.8821,1.0
33899,210180,202501,0.5426,0.9366,0.9141,0.8269,1.0
33900,210190,202501,0.7888,0.9198,0.9378,0.8961,1.0
33901,210193,202501,0.8951,0.9596,0.8579,0.8926,0.1
33902,210197,202501,0.8378,0.8785,0.8449,0.8515,1.0
33903,210200,202501,0.845,0.9183,0.8909,0.8863,1.0
33904,210203,202501,0.8025,0.7862,0.914,0.8542,1.0
33905,210207,202501,0.7619,0.8424,0.9166,0.8594,1.0
33906,210210,202501,0.9615,0.9613,0.8572,0.9093,1.0
33907,210215,202501,0.8748,0.9844,0.8952,0.9124,1.0
33908,210220,202501,0.9359,0.9133,0.9412,0.9329,1.0
33909,210230,202501,0.9851,0.9142,0.9356,0.9426,1.0
33910,210232,202501,0.9864,0.8936,0.8745,0.9073,0.6
33911,210235,202501,0.6205,0.8386,0.9028,0.8162,0.4
33912,210237,202501,0.7501,0.864,0.9474,0.8772,1.0
33913,210240,202501,0.9535,0.9403,0.887,0.917,1.0
33914,210250,202501,0.7804,0.8296,0.9031,0.8541,1.0
33915,210255,202501,0.756,0.899,0.9027,0.8651,1.0
33916,210260,202501,0.9608,0.8655,0.8785,0.8958,1.0
33917,210270,202501,0.9505,0.8705,0.9077,0.9091,1.0
33918,210275,202501,0.6973,0.8876,0.8747,0.8336,1.0
33919,210280,202501,0.6087,0.7999,0.9274,0.8159,1.0
33920,210290,202501,0.8906,0.8055,0.8667,0.8574,1.0
33921,210300,202501,0.6349,0.8799,0.7601,0.7588,1.0
33922,210310,202501,0.9373,0.8396,0.8693,0.8789,1.0
33923,210312,202501,0.7715,0.784,0.8937,0.8357,1.0
33924,210315,202501,0.9384,0.8802,0.8561,0.8827,1.0
33925,210317,202501,0.943,0.8715,0.8952,0.9012,1.0
33926,210320,202501,0.9352,0.8411,0.9232,0.9057,1.0
33927,210325,202501,0.8152,0.8882,0.9053,0.8785,1.0
33928,210330,202501,0.5528,0.9359,0.8805,0.8124,1.0
33929,210340,202501,0.7091,0.9773,0.9348,0.889,1.0
33930,210350,202501,0.7798,0.8449,0.8767,0.8445,1.0
33931,210355,202501,0.8696,0.9143,0.8539,0.8729,1.0
33932,210360,202501,0.6095,0.879,0.918,0.8311,1.0
33933,210370,202501,0.8695,0.8854,0.9171,0.8973,1.0
33934,210375,202501,0.9195,0.8402,0.8414,0.8606,1.0
33935,210380,202501,0.6823,0.8714,0.8786,0.8277,1.0
33936,210390,202501,0.7554,0.9177,0.9522,0.8944,1.0
33937,210400,202501,0.8926,0.9159,0.8725,0.8884,1.0
33938,210405,202501,0.7726,0.8495,0.8473,0.8292,0.8
33939,210407,202501,0.8384,0.8436,0.8899,0.8655,1.0
33940,210408,202501,0.7702,0.8105,0.8512,0.8208,0.6
33941,210409,202501,0.5713,0.901,0.8927,0.8144,1.0
33942,210410,202501,0.9419,0.6435,0.8861,0.8394,1.0
33943,210420,202501,0.7301,0.908,0.9164,0.8677,1.0
33944,210430,202501,0.6056,0.7125,0.8457,0.0,1.0
